ID_OSOBNIKA,GENERACJA,WARTOSC_OSOBNIKA,EWALUACJA,FITNESS
2135,22,111,10,0.0107194
2136,22,111,10,0.0107194
2137,22,111,10,0.0107194
2138,22,111,10,0.0107194
2139,22,111,10,0.0107194
2140,22,111,10,0.0107194
2141,22,111,10,0.0107194
2142,22,107,9.61538,0.0103071
2143,22,111,10,0.0107194
2144,22,111,10,0.0107194
2145,22,111,10,0.0107194
2146,22,111,8.62069,0.00924088
2147,22,111,10,0.0107194
2148,22,109,10,0.0107194
2149,22,111,9.61538,0.0103071
2150,22,111,9.90099,0.0106133
2151,22,111,9.90099,0.0106133
2152,22,75,9.61538,0.0103071
2153,22,111,10,0.0107194
2154,22,111,10,0.0107194
2155,22,109,10,0.0107194
2156,22,110,10,0.0107194
2157,22,111,10,0.0107194
2158,22,109,10,0.0107194
2159,22,127,10,0.0107194
2160,22,111,10,0.0107194
2161,22,111,10,0.0107194
2162,22,109,10,0.0107194
2163,22,111,10,0.0107194
2164,22,111,10,0.0107194
2165,22,111,10,0.0107194
2166,22,111,10,0.0107194
2167,22,111,10,0.0107194
2168,22,111,10,0.0107194
2169,22,111,10,0.0107194
2170,22,111,10,0.0107194
2171,22,111,10,0.0107194
2172,22,111,10,0.0107194
2173,22,111,10,0.0107194
2174,22,111,10,0.0107194
2175,22,107,10,0.0107194
2176,22,111,10,0.0107194
2177,22,111,10,0.0107194
2178,22,111,10,0.0107194
2179,22,111,6.09756,0.00653624
2180,22,111,10,0.0107194
2181,22,111,10,0.0107194
2182,22,111,9.90099,0.0106133
2183,22,111,9.90099,0.0106133
2184,22,111,10,0.0107194
2185,22,103,8.62069,0.00924088
2186,22,111,10,0.0107194
2187,22,111,6.09756,0.00653624
2188,22,110,10,0.0107194
2189,22,110,10,0.0107194
2190,22,111,10,0.0107194
2191,22,107,10,0.0107194
2192,22,79,10,0.0107194
2193,22,103,9.90099,0.0106133
2194,22,111,10,0.0107194
2195,22,111,0.238322,0.000255468
2196,22,111,2.80899,0.00301107
2197,22,111,0.88968,0.000953686
2198,22,111,0.238322,0.000255468
2199,22,110,0.231214,0.000247848
2200,22,111,0.88968,0.000953686
2201,23,111,10,0.0105879
2202,23,111,10,0.0105879
2203,23,111,10,0.0105879
2204,23,111,10,0.0105879
2205,23,111,10,0.0105879
2206,23,111,10,0.0105879
2207,23,110,10,0.0105879
2208,23,111,10,0.0105879
2209,23,111,8.62069,0.0091275
2210,23,111,10,0.0105879
2211,23,127,10,0.0105879
2212,23,111,10,0.0105879
2213,23,111,10,0.0105879
2214,23,107,10,0.0105879
2215,23,111,10,0.0105879
2216,23,111,10,0.0105879
2217,23,239,10,0.0105879
2218,23,239,10,0.0105879
2219,23,238,10,0.0105879
2220,23,111,10,0.0105879
2221,23,111,9.90099,0.0104831
2222,23,239,10,0.0105879
2223,23,239,10,0.0105879
2224,23,255,10,0.0105879
2225,23,239,10,0.0105879
2226,23,238,10,0.0105879
2227,23,239,10,0.0105879
2228,23,239,10,0.0105879
2229,23,239,10,0.0105879
2230,23,239,10,0.0105879
2231,23,238,10,0.0105879
2232,23,239,10,0.0105879
2233,23,239,10,0.0105879
2234,23,239,10,0.0105879
2235,23,239,10,0.0105879
2236,23,235,10,0.0105879
2237,23,239,10,0.0105879
2238,23,239,10,0.0105879
2239,23,239,10,0.0105879
2240,23,239,8.62069,0.0091275
2241,23,239,10,0.0105879
2242,23,239,10,0.0105879
2243,23,239,10,0.0105879
2244,23,239,10,0.0105879
2245,23,235,10,0.0105879
2246,23,239,9.61538,0.0101807
2247,23,239,10,0.0105879
2248,23,239,10,0.0105879
2249,23,239,10,0.0105879
2250,23,239,10,0.0105879
2251,23,237,10,0.0105879
2252,23,239,9.61538,0.0101807
2253,23,239,9.90099,0.0104831
2254,23,239,10,0.0105879
2255,23,239,9.61538,0.0101807
2256,23,239,10,0.0105879
2257,23,237,10,0.0105879
2258,23,238,9.61538,0.0101807
2259,23,239,10,0.0105879
2260,23,237,10,0.0105879
2261,23,111,10,0.0105879
2262,23,111,10,0.0105879
2263,23,109,10,0.0105879
2264,23,111,10,0.0105879
2265,23,111,10,0.0105879
2266,23,111,10,0.0105879
2267,23,111,10,0.0105879
2268,23,111,10,0.0105879
2269,23,111,10,0.0105879
2270,23,111,10,0.0105879
2271,23,111,8.62069,0.0091275
2272,23,111,10,0.0105879
2273,23,109,10,0.0105879
2274,23,111,10,0.0105879
2275,23,110,10,0.0105879
2276,23,107,10,0.0105879
2277,23,111,10,0.0105879
2278,23,111,10,0.0105879
2279,23,111,10,0.0105879
2280,23,111,10,0.0105879
2281,23,111,6.09756,0.00645604
2282,23,111,10,0.0105879
2283,23,111,10,0.0105879
2284,23,111,9.90099,0.0104831
2285,23,111,9.90099,0.0104831
2286,23,103,10,0.0105879
2287,23,111,8.62069,0.0091275
2288,23,111,6.09756,0.00645604
2289,23,110,10,0.0105879
2290,23,110,10,0.0105879
2291,23,111,10,0.0105879
2292,23,107,10,0.0105879
2293,23,103,10,0.0105879
2294,23,111,9.90099,0.0104831
2295,23,111,10,0.0105879
2296,23,111,0.88968,0.000941984
2297,23,127,4.52489,0.00479091
2298,23,111,0.716332,0.000758446
2299,23,110,2.80899,0.00297413
2300,23,111,0.88968,0.000941984
2301,24,111,10,0.0180192
2302,24,111,10,0.0180192
2303,24,111,10,0.0180192
2304,24,111,10,0.0180192
2305,24,111,10,0.0180192
2306,24,111,10,0.0180192
2307,24,111,9.90099,0.0178408
2308,24,111,10,0.0180192
2309,24,111,10,0.0180192
2310,24,111,10,0.0180192
2311,24,110,10,0.0180192
2312,24,110,10,0.0180192
2313,24,111,8.62069,0.0155338
2314,24,111,10,0.0180192
2315,24,111,10,0.0180192
2316,24,111,10,0.0180192
2317,24,111,10,0.0180192
2318,24,111,10,0.0180192
2319,24,111,10,0.0180192
2320,24,111,9.61538,0.0173262
2321,24,111,10,0.0180192
2322,24,111,10,0.0180192
2323,24,107,10,0.0180192
2324,24,75,10,0.0180192
2325,24,111,10,0.0180192
2326,24,111,10,0.0180192
2327,24,111,10,0.0180192
2328,24,111,10,0.0180192
2329,24,111,10,0.0180192
2330,24,111,9.61538,0.0173262
2331,24,107,10,0.0180192
2332,24,109,9.90099,0.0178408
2333,24,111,8.62069,0.0155338
2334,24,111,10,0.0180192
2335,24,111,10,0.0180192
2336,24,111,10,0.0180192
2337,24,111,10,0.0180192
2338,24,109,10,0.0180192
2339,24,111,10,0.0180192
2340,24,111,10,0.0180192
2341,24,79,10,0.0180192
2342,24,111,10,0.0180192
2343,24,111,10,0.0180192
2344,24,111,10,0.0180192
2345,24,111,9.90099,0.0178408
2346,24,111,9.90099,0.0178408
2347,24,111,10,0.0180192
2348,24,111,8.62069,0.0155338
2349,24,110,10,0.0180192
2350,24,111,10,0.0180192
2351,24,111,10,0.0180192
2352,24,111,10,0.0180192
2353,24,111,9.90099,0.0178408
2354,24,111,10,0.0180192
2355,24,111,2.80899,0.00506157
2356,24,111,6.09756,0.0109873
2357,24,109,6.09756,0.0109873
2358,24,109,2.80899,0.00506157
2359,24,111,0.0606649,0.000109313
2360,24,111,0.0606649,0.000109313
2361,24,110,0.0616181,0.000111031
2362,24,110,0.0606649,0.000109313
2363,24,107,0.0606649,0.000109313
2364,24,107,0.0479939,8.64811e-05
2365,24,109,0.0606649,0.000109313
2366,24,109,0.0616181,0.000111031
2367,24,111,0.0606649,0.000109313
2368,24,111,0.0606649,0.000109313
2369,24,111,0.0606649,0.000109313
2370,24,111,0.0606649,0.000109313
2371,24,111,0.0616181,0.000111031
2372,24,111,0.0606649,0.000109313
2373,24,111,0.0606649,0.000109313
2374,24,111,0.0606649,0.000109313
2375,24,111,0.0606649,0.000109313
2376,24,103,0.0646162,0.000116433
2377,24,111,0.0606649,0.000109313
2378,24,111,0.0606649,0.000109313
2379,24,111,0.0606649,0.000109313
2380,24,111,0.0606649,0.000109313
2381,24,111,0.0606649,0.000109313
2382,24,111,0.0606649,0.000109313
2383,24,111,0.0606649,0.000109313
2384,24,111,0.0606649,0.000109313
2385,24,111,0.0646162,0.000116433
2386,24,111,0.0606649,0.000109313
2387,24,110,0.0606649,0.000109313
2388,24,110,0.0606649,0.000109313
2389,24,110,0.0606649,0.000109313
2390,24,110,0.0606649,0.000109313
2391,24,111,0.0625939,0.000112789
2392,24,111,0.0606649,0.000109313
2393,24,107,0.0606649,0.000109313
2394,24,107,0.0606649,0.000109313
2395,24,111,0.0606649,0.000109313
2396,24,111,0.0606649,0.000109313
2397,24,127,0.0625939,0.000112789
2398,24,111,0.0616181,0.000111031
2399,24,111,0.0606649,0.000109313
2400,24,111,0.0625939,0.000112789
2401,25,111,10,0.0104271
2402,25,111,10,0.0104271
2403,25,111,10,0.0104271
2404,25,111,10,0.0104271
2405,25,111,10,0.0104271
2406,25,111,10,0.0104271
2407,25,111,10,0.0104271
2408,25,111,10,0.0104271
2409,25,111,10,0.0104271
2410,25,109,10,0.0104271
2411,25,111,9.90099,0.0103239
2412,25,111,9.90099,0.0103239
2413,25,111,10,0.0104271
2414,25,110,10,0.0104271
2415,25,238,10,0.0104271
2416,25,239,10,0.0104271
2417,25,239,10,0.0104271
2418,25,239,10,0.0104271
2419,25,239,10,0.0104271
2420,25,239,10,0.0104271
2421,25,239,10,0.0104271
2422,25,239,10,0.0104271
2423,25,239,8.62069,0.00898889
2424,25,239,10,0.0104271
2425,25,239,10,0.0104271
2426,25,235,10,0.0104271
2427,25,239,10,0.0104271
2428,25,239,10,0.0104271
2429,25,239,10,0.0104271
2430,25,239,8.62069,0.00898889
2431,25,239,9.61538,0.0100261
2432,25,239,10,0.0104271
2433,25,235,10,0.0104271
2434,25,109,10,0.0104271
2435,25,111,10,0.0104271
2436,25,111,10,0.0104271
2437,25,111,9.61538,0.0100261
2438,25,103,10,0.0104271
2439,25,111,10,0.0104271
2440,25,109,10,0.0104271
2441,25,111,10,0.0104271
2442,25,111,10,0.0104271
2443,25,111,10,0.0104271
2444,25,111,10,0.0104271
2445,25,111,10,0.0104271
2446,25,111,10,0.0104271
2447,25,239,9.90099,0.0103239
2448,25,239,10,0.0104271
2449,25,239,10,0.0104271
2450,25,238,10,0.0104271
2451,25,239,10,0.0104271
2452,25,231,10,0.0104271
2453,25,239,10,0.0104271
2454,25,239,10,0.0104271
2455,25,239,9.61538,0.0100261
2456,25,239,9.61538,0.0100261
2457,25,239,10,0.0104271
2458,25,237,10,0.0104271
2459,25,239,9.90099,0.0103239
2460,25,239,9.90099,0.0103239
2461,25,239,8.62069,0.00898889
2462,25,238,8.62069,0.00898889
2463,25,238,9.61538,0.0100261
2464,25,235,9.61538,0.0100261
2465,25,234,10,0.0104271
2466,25,237,10,0.0104271
2467,25,236,10,0.0104271
2468,25,239,10,0.0104271
2469,25,239,10,0.0104271
2470,25,239,10,0.0104271
2471,25,239,10,0.0104271
2472,25,239,10,0.0104271
2473,25,239,10,0.0104271
2474,25,239,6.09756,0.006358
2475,25,239,10,0.0104271
2476,25,239,10,0.0104271
2477,25,231,10,0.0104271
2478,25,239,10,0.0104271
2479,25,239,10,0.0104271
2480,25,239,10,0.0104271
2481,25,255,10,0.0104271
2482,25,255,10,0.0104271
2483,25,239,10,0.0104271
2484,25,239,10,0.0104271
2485,25,239,9.90099,0.0103239
2486,25,239,9.90099,0.0103239
2487,25,239,9.90099,0.0103239
2488,25,238,9.90099,0.0103239
2489,25,206,10,0.0104271
2490,25,238,10,0.0104271
2491,25,238,8.62069,0.00898889
2492,25,239,8.62069,0.00898889
2493,25,239,10,0.0104271
2494,25,235,10,0.0104271
2495,25,235,10,0.0104271
2496,25,239,10,0.0104271
2497,25,239,10,0.0104271
2498,25,239,0.716332,0.000746928
2499,25,239,0.88968,0.000927679
2500,25,239,2.80899,0.00292897
2501,26,170,8,0.0188107
2502,26,203,8,0.0188107
2503,26,235,9.90099,0.0232806
2504,26,235,6.71141,0.0157808
2505,26,235,8,0.0188107
2506,26,171,8.62069,0.0202702
2507,26,235,6.71141,0.0157808
2508,26,235,7.35294,0.0172893
2509,26,235,9.90099,0.0232806
2510,26,251,8,0.0188107
2511,26,171,8,0.0188107
2512,26,235,6.09756,0.0143375
2513,26,238,5.52486,0.0129908
2514,26,235,5.52486,0.0129908
2515,26,227,5.52486,0.0129908
2516,26,235,5.52486,0.0129908
2517,26,235,5.52486,0.0129908
2518,26,235,5.52486,0.0129908
2519,26,235,5.52486,0.0129908
2520,26,203,5.52486,0.0129908
2521,26,235,5.52486,0.0129908
2522,26,199,5.52486,0.0129908
2523,26,251,5.52486,0.0129908
2524,26,231,5.52486,0.0129908
2525,26,231,5.52486,0.0129908
2526,26,237,5.52486,0.0129908
2527,26,237,5.52486,0.0129908
2528,26,235,5.52486,0.0129908
2529,26,255,5.52486,0.0129908
2530,26,234,5.52486,0.0129908
2531,26,234,5.52486,0.0129908
2532,26,229,6.09756,0.0143375
2533,26,237,5.52486,0.0129908
2534,26,140,5.52486,0.0129908
2535,26,252,5.52486,0.0129908
2536,26,231,5.52486,0.0129908
2537,26,229,5.52486,0.0129908
2538,26,227,5.52486,0.0129908
2539,26,235,5.52486,0.0129908
2540,26,235,5.52486,0.0129908
2541,26,235,5.52486,0.0129908
2542,26,174,6.09756,0.0143375
2543,26,239,6.09756,0.0143375
2544,26,239,5.52486,0.0129908
2545,26,239,5.52486,0.0129908
2546,26,239,5.52486,0.0129908
2547,26,239,5.52486,0.0129908
2548,26,239,5.52486,0.0129908
2549,26,207,5.52486,0.0129908
2550,26,239,5.52486,0.0129908
2551,26,239,5.52486,0.0129908
2552,26,239,5.52486,0.0129908
2553,26,238,5.52486,0.0129908
2554,26,239,5.52486,0.0129908
2555,26,239,5.52486,0.0129908
2556,26,239,5.52486,0.0129908
2557,26,239,5.52486,0.0129908
2558,26,239,5.52486,0.0129908
2559,26,239,5.52486,0.0129908
2560,26,239,5.52486,0.0129908
2561,26,239,6.09756,0.0143375
2562,26,234,6.09756,0.0143375
2563,26,239,6.09756,0.0143375
2564,26,239,5.52486,0.0129908
2565,26,239,5.52486,0.0129908
2566,26,239,5.52486,0.0129908
2567,26,175,5.52486,0.0129908
2568,26,207,5.52486,0.0129908
2569,26,239,5.52486,0.0129908
2570,26,239,5.52486,0.0129908
2571,26,227,0.0701213,0.000164879
2572,26,206,0.0701213,0.000164879
2573,26,238,0.0701213,0.000164879
2574,26,239,0.0701213,0.000164879
2575,26,239,0.0701213,0.000164879
2576,26,239,0.0701213,0.000164879
2577,26,235,0.0701213,0.000164879
2578,26,255,0.0701213,0.000164879
2579,26,239,0.0701213,0.000164879
2580,26,239,0.067838,0.00015951
2581,26,239,0.0701213,0.000164879
2582,26,239,0.0701213,0.000164879
2583,26,239,0.0701213,0.000164879
2584,26,247,0.0689655,0.000162162
2585,26,239,0.067838,0.00015951
2586,26,239,0.0701213,0.000164879
2587,26,239,0.0701213,0.000164879
2588,26,239,0.0701213,0.000164879
2589,26,235,0.0616181,0.000144885
2590,26,237,0.0701213,0.000164879
2591,26,238,0.067838,0.00015951
2592,26,238,0.0701213,0.000164879
2593,26,252,0.0701213,0.000164879
2594,26,239,0.0701213,0.000164879
2595,26,239,0.0701213,0.000164879
2596,26,239,0.0701213,0.000164879
2597,26,239,0.0701213,0.000164879
2598,26,239,1.37931,0.00324323
2599,26,239,1.37931,0.00324323
2600,26,239,1.47929,0.00347832
2601,27,227,9.17431,0.0162001
2602,27,251,9.90099,0.0174833
2603,27,227,9.90099,0.0174833
2604,27,227,8.62069,0.0152225
2605,27,227,8.62069,0.0152225
2606,27,227,9.90099,0.0174833
2607,27,226,9.90099,0.0174833
2608,27,227,9.90099,0.0174833
2609,27,227,9.17431,0.0162001
2610,27,227,8.62069,0.0152225
2611,27,231,9.17431,0.0162001
2612,27,227,8,0.0141265
2613,27,231,8,0.0141265
2614,27,231,8,0.0141265
2615,27,234,8,0.0141265
2616,27,234,8,0.0141265
2617,27,234,8,0.0141265
2618,27,234,8,0.0141265
2619,27,229,6.09756,0.0107671
2620,27,237,8,0.0141265
2621,27,230,8,0.0141265
2622,27,247,8,0.0141265
2623,27,229,8,0.0141265
2624,27,229,8,0.0141265
2625,27,227,8,0.0141265
2626,27,227,6.71141,0.0118511
2627,27,238,6.71141,0.0118511
2628,27,234,8,0.0141265
2629,27,163,6.71141,0.0118511
2630,27,99,8,0.0141265
2631,27,235,8,0.0141265
2632,27,251,8,0.0141265
2633,27,171,5.52486,0.00975586
2634,27,239,5.52486,0.00975586
2635,27,235,5.52486,0.00975586
2636,27,219,5.52486,0.00975586
2637,27,235,5.52486,0.00975586
2638,27,238,5.52486,0.00975586
2639,27,235,5.52486,0.00975586
2640,27,235,5.52486,0.00975586
2641,27,235,5.52486,0.00975586
2642,27,235,6.09756,0.0107671
2643,27,235,5.52486,0.00975586
2644,27,235,5.52486,0.00975586
2645,27,237,5.52486,0.00975586
2646,27,237,5.52486,0.00975586
2647,27,235,5.52486,0.00975586
2648,27,237,5.52486,0.00975586
2649,27,227,5.52486,0.00975586
2650,27,235,5.52486,0.00975586
2651,27,235,5.52486,0.00975586
2652,27,239,5.52486,0.00975586
2653,27,239,5.52486,0.00975586
2654,27,238,5.52486,0.00975586
2655,27,239,5.52486,0.00975586
2656,27,235,5.52486,0.00975586
2657,27,239,6.09756,0.0107671
2658,27,111,5.52486,0.00975586
2659,27,239,5.52486,0.00975586
2660,27,239,5.52486,0.00975586
2661,27,254,8,0.0141265
2662,27,239,5.52486,0.00975586
2663,27,239,5.52486,0.00975586
2664,27,239,5.52486,0.00975586
2665,27,239,5.52486,0.00975586
2666,27,239,5.52486,0.00975586
2667,27,239,5.52486,0.00975586
2668,27,239,5.52486,0.00975586
2669,27,235,5.52486,0.00975586
2670,27,239,5.52486,0.00975586
2671,27,239,8,0.0141265
2672,27,239,6.71141,0.0118511
2673,27,239,6.09756,0.0107671
2674,27,239,6.09756,0.0107671
2675,27,239,5.52486,0.00975586
2676,27,238,5.52486,0.00975586
2677,27,239,5.52486,0.00975586
2678,27,239,5.52486,0.00975586
2679,27,239,5.52486,0.00975586
2680,27,235,5.52486,0.00975586
2681,27,239,5.52486,0.00975586
2682,27,239,0.27027,0.000477246
2683,27,239,1.20627,0.00213005
2684,27,239,0.279252,0.000493105
2685,27,239,1.84843,0.00326398
2686,27,175,0.279252,0.000493105
2687,27,111,1.20627,0.00213005
2688,27,254,0.942507,0.00166429
2689,27,239,1.84843,0.00326398
2690,27,235,1.37931,0.0024356
2691,27,253,0.121951,0.000215343
2692,27,236,1.71233,0.00302365
2693,27,238,0.309023,0.000545677
2694,27,239,1.58983,0.00280733
2695,27,239,0.32,0.000565059
2696,27,239,1.58983,0.00280733
2697,27,253,1.47929,0.00261215
2698,27,239,1.37931,0.0024356
2699,27,239,2.57069,0.00453936
2700,27,239,1.71233,0.00302365
2701,28,231,9.90099,0.0155866
2702,28,231,9.90099,0.0155866
2703,28,231,9.90099,0.0155866
2704,28,231,9.90099,0.0155866
2705,28,229,10,0.0157425
2706,28,231,9.90099,0.0155866
2707,28,231,9.90099,0.0155866
2708,28,231,9.17431,0.0144426
2709,28,231,9.17431,0.0144426
2710,28,231,9.17431,0.0144426
2711,28,231,9.17431,0.0144426
2712,28,227,9.17431,0.0144426
2713,28,229,8.62069,0.0135711
2714,28,229,9.17431,0.0144426
2715,28,230,9.17431,0.0144426
2716,28,230,9.17431,0.0144426
2717,28,229,9.17431,0.0144426
2718,28,229,8.62069,0.0135711
2719,28,229,8.62069,0.0135711
2720,28,229,8.62069,0.0135711
2721,28,99,8.62069,0.0135711
2722,28,227,6.71141,0.0105654
2723,28,227,9.17431,0.0144426
2724,28,227,9.17431,0.0144426
2725,28,227,6.09756,0.00959907
2726,28,230,8.62069,0.0135711
2727,28,227,8,0.012594
2728,28,227,5.52486,0.0086975
2729,28,227,8,0.012594
2730,28,227,4.52489,0.00712329
2731,28,234,8,0.012594
2732,28,202,6.09756,0.00959907
2733,28,235,8,0.012594
2734,28,234,8,0.012594
2735,28,237,8,0.012594
2736,28,227,8,0.012594
2737,28,227,8,0.012594
2738,28,234,8,0.012594
2739,28,234,6.71141,0.0105654
2740,28,107,6.71141,0.0105654
2741,28,239,8,0.012594
2742,28,235,6.71141,0.0105654
2743,28,219,9.17431,0.0144426
2744,28,235,8,0.012594
2745,28,234,8,0.012594
2746,28,225,5.52486,0.0086975
2747,28,235,5.52486,0.0086975
2748,28,235,6.09756,0.00959907
2749,28,235,5.52486,0.0086975
2750,28,235,8,0.012594
2751,28,106,5.52486,0.0086975
2752,28,229,5.52486,0.0086975
2753,28,237,5.52486,0.0086975
2754,28,235,5.52486,0.0086975
2755,28,237,5.52486,0.0086975
2756,28,226,5.52486,0.0086975
2757,28,235,5.52486,0.0086975
2758,28,235,5.52486,0.0086975
2759,28,239,5.52486,0.0086975
2760,28,231,5.52486,0.0086975
2761,28,238,8,0.012594
2762,28,239,5.52486,0.0086975
2763,28,169,5.52486,0.0086975
2764,28,239,5.52486,0.0086975
2765,28,231,5.52486,0.0086975
2766,28,239,5.52486,0.0086975
2767,28,255,5.52486,0.0086975
2768,28,231,6.09756,0.00959907
2769,28,111,5.52486,0.0086975
2770,28,239,5.52486,0.0086975
2771,28,239,5.52486,0.0086975
2772,28,207,8,0.012594
2773,28,175,5.52486,0.0086975
2774,28,235,5.52486,0.0086975
2775,28,239,5.52486,0.0086975
2776,28,239,5.52486,0.0086975
2777,28,239,5.52486,0.0086975
2778,28,239,5.52486,0.0086975
2779,28,239,8,0.012594
2780,28,175,7.35294,0.0115753
2781,28,230,6.09756,0.00959907
2782,28,239,5.52486,0.0086975
2783,28,239,5.52486,0.0086975
2784,28,239,5.52486,0.0086975
2785,28,235,5.52486,0.0086975
2786,28,239,5.52486,0.0086975
2787,28,239,5.52486,0.0086975
2788,28,239,1.84843,0.00290988
2789,28,239,2.57069,0.00404691
2790,28,239,0.217912,0.000343048
2791,28,239,0.0579341,9.12025e-05
2792,28,43,1.84843,0.00290988
2793,28,236,0.279252,0.000439611
2794,28,174,0.0701213,0.000110388
2795,28,239,1.47929,0.00232877
2796,28,111,0.32,0.000503759
2797,28,239,0.0701213,0.000110388
2798,28,238,1.47929,0.00232877
2799,28,239,1.58983,0.00250278
2800,28,239,1.58983,0.00250278
2801,29,231,9.90099,0.0142962
2802,29,231,9.90099,0.0142962
2803,29,231,9.90099,0.0142962
2804,29,231,9.90099,0.0142962
2805,29,231,9.90099,0.0142962
2806,29,231,9.90099,0.0142962
2807,29,231,9.90099,0.0142962
2808,29,231,9.90099,0.0142962
2809,29,231,9.90099,0.0142962
2810,29,231,9.90099,0.0142962
2811,29,230,9.90099,0.0142962
2812,29,231,9.17431,0.013247
2813,29,199,9.90099,0.0142962
2814,29,230,9.90099,0.0142962
2815,29,231,10,0.0144392
2816,29,229,10,0.0144392
2817,29,231,9.90099,0.0142962
2818,29,229,9.90099,0.0142962
2819,29,231,9.90099,0.0142962
2820,29,111,9.90099,0.0142962
2821,29,231,9.17431,0.013247
2822,29,231,9.17431,0.013247
2823,29,231,9.17431,0.013247
2824,29,111,9.17431,0.013247
2825,29,227,10,0.0144392
2826,29,229,9.17431,0.013247
2827,29,229,9.17431,0.013247
2828,29,246,9.17431,0.013247
2829,29,230,9.17431,0.013247
2830,29,229,8.62069,0.0124476
2831,29,229,8,0.0115514
2832,29,205,8.62069,0.0124476
2833,29,245,6.71141,0.00969074
2834,29,203,9.17431,0.013247
2835,29,227,9.17431,0.013247
2836,29,226,8.62069,0.0124476
2837,29,227,8.62069,0.0124476
2838,29,230,5.52486,0.00797746
2839,29,227,8,0.0115514
2840,29,227,4.52489,0.00653357
2841,29,227,8,0.0115514
2842,29,227,8.62069,0.0124476
2843,29,234,8,0.0115514
2844,29,235,8,0.0115514
2845,29,234,8,0.0115514
2846,29,237,8,0.0115514
2847,29,227,8,0.0115514
2848,29,227,9.90099,0.0142962
2849,29,234,6.71141,0.00969074
2850,29,234,8,0.0115514
2851,29,175,6.71141,0.00969074
2852,29,235,8.62069,0.0124476
2853,29,219,8,0.0115514
2854,29,235,8,0.0115514
2855,29,234,5.52486,0.00797746
2856,29,233,9.90099,0.0142962
2857,29,235,6.09756,0.00880439
2858,29,171,5.52486,0.00797746
2859,29,235,5.52486,0.00797746
2860,29,235,9.90099,0.0142962
2861,29,229,5.52486,0.00797746
2862,29,237,9.90099,0.0142962
2863,29,233,5.52486,0.00797746
2864,29,237,5.52486,0.00797746
2865,29,162,8,0.0115514
2866,29,235,5.52486,0.00797746
2867,29,235,5.52486,0.00797746
2868,29,239,5.52486,0.00797746
2869,29,231,5.52486,0.00797746
2870,29,110,5.52486,0.00797746
2871,29,239,10,0.0144392
2872,29,239,5.52486,0.00797746
2873,29,231,5.52486,0.00797746
2874,29,239,5.52486,0.00797746
2875,29,229,8,0.0115514
2876,29,239,5.52486,0.00797746
2877,29,239,5.52486,0.00797746
2878,29,235,5.52486,0.00797746
2879,29,171,5.52486,0.00797746
2880,29,239,5.52486,0.00797746
2881,29,231,5.52486,0.00797746
2882,29,255,7.35294,0.0106171
2883,29,239,5.52486,0.00797746
2884,29,230,5.52486,0.00797746
2885,29,235,6.09756,0.00880439
2886,29,239,5.52486,0.00797746
2887,29,239,5.52486,0.00797746
2888,29,235,0.0579341,8.36522e-05
2889,29,239,1.13122,0.00163339
2890,29,239,0.0656642,9.48138e-05
2891,29,239,0.0646162,9.33006e-05
2892,29,255,0.261712,0.000377891
2893,29,238,1.37931,0.00199161
2894,29,239,0.0701213,0.00010125
2895,29,237,1.58983,0.00229558
2896,29,239,0.32,0.000462054
2897,29,237,0.32,0.000462054
2898,29,238,0.0285152,4.11737e-05
2899,29,239,0.309023,0.000446205
2900,29,239,0.0701213,0.00010125
2901,30,229,9.90099,0.0136464
2902,30,231,9.90099,0.0136464
2903,30,231,9.90099,0.0136464
2904,30,231,9.90099,0.0136464
2905,30,231,9.90099,0.0136464
2906,30,247,9.90099,0.0136464
2907,30,231,9.90099,0.0136464
2908,30,197,9.90099,0.0136464
2909,30,231,9.90099,0.0136464
2910,30,231,9.90099,0.0136464
2911,30,231,10,0.0137828
2912,30,167,9.90099,0.0136464
2913,30,231,10,0.0137828
2914,30,231,9.90099,0.0136464
2915,30,231,9.90099,0.0136464
2916,30,231,9.90099,0.0136464
2917,30,231,9.90099,0.0136464
2918,30,231,9.90099,0.0136464
2919,30,231,9.90099,0.0136464
2920,30,231,9.90099,0.0136464
2921,30,231,9.90099,0.0136464
2922,30,103,9.17431,0.0126448
2923,30,199,9.90099,0.0136464
2924,30,231,9.90099,0.0136464
2925,30,230,10,0.0137828
2926,30,199,9.90099,0.0136464
2927,30,230,9.90099,0.0136464
2928,30,231,9.17431,0.0126448
2929,30,229,8.62069,0.0118817
2930,30,239,9.17431,0.0126448
2931,30,229,10,0.0137828
2932,30,239,9.17431,0.0126448
2933,30,227,9.17431,0.0126448
2934,30,103,9.17431,0.0126448
2935,30,199,9.17431,0.0126448
2936,30,243,8.62069,0.0118817
2937,30,229,8,0.0110263
2938,30,229,8.62069,0.0118817
2939,30,166,6.71141,0.00925021
2940,30,229,9.17431,0.0126448
2941,30,237,9.17431,0.0126448
2942,30,227,8.62069,0.0118817
2943,30,226,8.62069,0.0118817
2944,30,163,8,0.0110263
2945,30,230,4.52489,0.00623657
2946,30,227,8,0.0110263
2947,30,163,8.62069,0.0118817
2948,30,227,9.17431,0.0126448
2949,30,227,8,0.0110263
2950,30,234,8,0.0110263
2951,30,235,8,0.0110263
2952,30,234,9.90099,0.0136464
2953,30,237,6.71141,0.00925021
2954,30,227,9.17431,0.0126448
2955,30,235,6.71141,0.00925021
2956,30,234,8,0.0110263
2957,30,170,8,0.0110263
2958,30,235,5.52486,0.00761482
