ID_OSOBNIKA,GENERACJA,WARTOSC_OSOBNIKA,EWALUACJA,FITNESS
251,3,233,0.0667379,0.00020403
252,3,233,0.0667379,0.00020403
253,3,225,0.0667379,0.00020403
254,3,233,0.0667379,0.00020403
255,3,233,0.0667379,0.00020403
256,3,233,0.0763592,0.000233444
257,3,233,0.0667379,0.00020403
258,3,233,0.0667379,0.00020403
259,3,233,0.0667379,0.00020403
260,3,233,0.0667379,0.00020403
261,3,233,0.0667379,0.00020403
262,3,233,0.0667379,0.00020403
263,3,233,0.0667379,0.00020403
264,3,233,0.0667379,0.00020403
265,3,233,0.0667379,0.00020403
266,3,233,0.0667379,0.00020403
267,3,233,0.0667379,0.00020403
268,3,249,0.0667379,0.00020403
269,3,249,0.0667379,0.00020403
270,3,233,0.0667379,0.00020403
271,3,233,0.0667379,0.00020403
272,3,233,0.0667379,0.00020403
273,3,233,0.0667379,0.00020403
274,3,233,0.0667379,0.00020403
275,3,233,0.0667379,0.00020403
276,3,233,0.0882145,0.000269688
277,3,233,0.0667379,0.00020403
278,3,233,0.0667379,0.00020403
279,3,233,0.0667379,0.00020403
280,3,233,0.0667379,0.00020403
281,3,249,0.0667379,0.00020403
282,3,233,0.0667379,0.00020403
283,3,233,0.0667379,0.00020403
284,3,233,0.0667379,0.00020403
285,3,233,0.0667379,0.00020403
286,3,233,0.0667379,0.00020403
287,3,233,0.0667379,0.00020403
288,3,233,0.0667379,0.00020403
289,3,233,0.0667379,0.00020403
290,3,233,0.0667379,0.00020403
291,3,233,0.0667379,0.00020403
292,3,249,0.0667379,0.00020403
293,3,249,0.288684,0.000882558
294,3,233,0.288684,0.000882558
295,3,233,0.298597,0.000912864
296,3,233,0.288684,0.000882558
297,3,233,0.25355,0.000775147
298,3,233,0.288684,0.000882558
299,3,233,0.288684,0.000882558
300,3,205,0.288684,0.000882558
301,4,107,8.62069,0.0544806
302,4,107,8.62069,0.0544806
303,4,107,8.62069,0.0544806
304,4,107,8.62069,0.0544806
305,4,235,8.62069,0.0544806
306,4,235,8.62069,0.0544806
307,4,235,8.62069,0.0544806
308,4,235,8.62069,0.0544806
309,4,235,8.62069,0.0544806
310,4,235,8.62069,0.0544806
311,4,235,8.62069,0.0544806
312,4,233,8.62069,0.0544806
313,4,235,8.62069,0.0544806
314,4,235,8.62069,0.0544806
315,4,235,8.62069,0.0544806
316,4,235,8.62069,0.0544806
317,4,235,7.35294,0.0464687
318,4,235,7.35294,0.0464687
319,4,235,0.0522357,0.000330116
320,4,235,0.0646162,0.000408358
321,4,235,0.0522357,0.000330116
322,4,235,0.0522357,0.000330116
323,4,203,0.0667379,0.000421766
324,4,235,0.0522357,0.000330116
325,4,235,0.0667379,0.000421766
326,4,227,0.0667379,0.000421766
327,4,235,0.0667379,0.000421766
328,4,235,0.0667379,0.000421766
329,4,235,0.0667379,0.000421766
330,4,235,0.0667379,0.000421766
331,4,227,0.0667379,0.000421766
332,4,235,0.0667379,0.000421766
333,4,235,0.0667379,0.000421766
334,4,235,0.0763592,0.000482571
335,4,235,0.0667379,0.000421766
336,4,235,0.0667379,0.000421766
337,4,235,0.0667379,0.000421766
338,4,235,0.0667379,0.000421766
339,4,235,0.0667379,0.000421766
340,4,235,0.0667379,0.000421766
341,4,235,0.0667379,0.000421766
342,4,235,0.0667379,0.000421766
343,4,235,0.0667379,0.000421766
344,4,235,0.0667379,0.000421766
345,4,235,0.0522357,0.000330116
346,4,235,0.0522357,0.000330116
347,4,235,0.288684,0.00182441
348,4,235,0.0667379,0.000421766
349,4,235,0.0667379,0.000421766
350,4,235,0.0667379,0.000421766
351,4,235,0.0667379,0.000421766
352,4,203,0.0667379,0.000421766
353,4,235,0.0763592,0.000482571
354,4,235,0.0667379,0.000421766
355,4,235,0.0667379,0.000421766
356,4,235,0.0667379,0.000421766
357,4,203,0.0667379,0.000421766
358,4,227,0.0667379,0.000421766
359,4,251,0.0667379,0.000421766
360,4,235,0.0667379,0.000421766
361,4,235,0.0667379,0.000421766
362,4,235,0.0667379,0.000421766
363,4,235,0.0667379,0.000421766
364,4,235,0.0667379,0.000421766
365,4,235,0.0667379,0.000421766
366,4,235,0.0667379,0.000421766
367,4,235,0.0667379,0.000421766
368,4,235,0.0522357,0.000330116
369,4,235,0.0522357,0.000330116
370,4,235,0.0667379,0.000421766
371,4,235,0.0667379,0.000421766
372,4,235,0.0667379,0.000421766
373,4,251,0.0667379,0.000421766
374,4,235,0.0667379,0.000421766
375,4,235,0.0667379,0.000421766
376,4,235,0.0667379,0.000421766
377,4,235,0.0667379,0.000421766
378,4,107,0.0667379,0.000421766
379,4,106,0.0667379,0.000421766
380,4,107,0.0667379,0.000421766
381,4,106,0.0522357,0.000330116
382,4,107,0.0667379,0.000421766
383,4,107,0.0667379,0.000421766
384,4,107,0.0667379,0.000421766
385,4,107,0.0667379,0.000421766
386,4,107,0.0667379,0.000421766
387,4,107,0.0667379,0.000421766
388,4,107,0.0667379,0.000421766
389,4,107,0.0667379,0.000421766
390,4,107,0.0667379,0.000421766
391,4,105,0.0667379,0.000421766
392,4,105,0.0522357,0.000330116
393,4,105,0.0522357,0.000330116
394,4,105,0.0667379,0.000421766
395,4,105,0.0667379,0.000421766
396,4,105,0.0667379,0.000421766
397,4,105,0.0667379,0.000421766
398,4,105,0.0667379,0.000421766
399,4,105,0.0667379,0.000421766
400,4,105,0.111907,0.000707223
401,5,107,8.62069,0.0385342
402,5,107,8.62069,0.0385342
403,5,107,8.62069,0.0385342
404,5,107,8.62069,0.0385342
405,5,107,8.62069,0.0385342
406,5,107,8,0.0357598
407,5,107,8.62069,0.0385342
408,5,107,8,0.0357598
409,5,107,8.62069,0.0385342
410,5,107,8.62069,0.0385342
411,5,107,8.62069,0.0385342
412,5,107,8.62069,0.0385342
413,5,107,8.62069,0.0385342
414,5,107,8.62069,0.0385342
415,5,107,8.62069,0.0385342
416,5,107,8.62069,0.0385342
417,5,107,8.62069,0.0385342
418,5,107,7.35294,0.0328674
419,5,107,7.35294,0.0328674
420,5,107,7.35294,0.0328674
421,5,107,7.35294,0.0328674
422,5,107,7.35294,0.0328674
423,5,106,7.35294,0.0328674
424,5,106,7.35294,0.0328674
425,5,106,7.35294,0.0328674
426,5,106,7.35294,0.0328674
427,5,107,7.35294,0.0328674
428,5,123,0.0646162,0.000288832
429,5,107,0.0646162,0.000288832
430,5,105,0.0646162,0.000288832
431,5,106,0.0646162,0.000288832
432,5,110,0.0646162,0.000288832
433,5,122,0.0646162,0.000288832
434,5,106,0.0646162,0.000288832
435,5,107,0.0667379,0.000298316
436,5,105,0.0646162,0.000288832
437,5,107,0.0646162,0.000288832
438,5,107,0.0646162,0.000288832
439,5,111,0.0646162,0.000288832
440,5,107,0.0646162,0.000288832
441,5,107,0.0646162,0.000288832
442,5,107,0.0646162,0.000288832
443,5,107,0.0646162,0.000288832
444,5,107,0.0646162,0.000288832
445,5,107,0.0646162,0.000288832
446,5,107,0.116768,0.000521949
447,5,107,0.0646162,0.000288832
448,5,107,0.0646162,0.000288832
449,5,107,0.0737681,0.000329741
450,5,107,0.0646162,0.000288832
451,5,107,0.0646162,0.000288832
452,5,105,0.0646162,0.000288832
453,5,107,0.0646162,0.000288832
454,5,105,0.0737681,0.000329741
455,5,107,0.0646162,0.000288832
456,5,107,0.0646162,0.000288832
457,5,107,0.0646162,0.000288832
458,5,107,0.0646162,0.000288832
459,5,105,0.0646162,0.000288832
460,5,107,0.0646162,0.000288832
461,5,107,0.0646162,0.000288832
462,5,107,0.0646162,0.000288832
463,5,107,0.0646162,0.000288832
464,5,115,0.0646162,0.000288832
465,5,107,0.0646162,0.000288832
466,5,47,0.0646162,0.000288832
467,5,107,0.0646162,0.000288832
468,5,107,0.0646162,0.000288832
469,5,43,0.0646162,0.000288832
470,5,75,0.0646162,0.000288832
471,5,105,0.0646162,0.000288832
472,5,105,0.0646162,0.000288832
473,5,105,0.0646162,0.000288832
474,5,105,0.0646162,0.000288832
475,5,105,0.116768,0.000521949
476,5,105,0.0646162,0.000288832
477,5,105,0.0646162,0.000288832
478,5,107,0.0646162,0.000288832
479,5,105,0.0646162,0.000288832
480,5,105,0.116768,0.000521949
481,5,105,0.0737681,0.000329741
482,5,105,0.0507614,0.000226902
483,5,97,0.0646162,0.000288832
484,5,105,0.0646162,0.000288832
485,5,105,0.0646162,0.000288832
486,5,105,0.0646162,0.000288832
487,5,105,0.0646162,0.000288832
488,5,105,0.0646162,0.000288832
489,5,105,0.0646162,0.000288832
490,5,105,0.0646162,0.000288832
491,5,105,0.0646162,0.000288832
492,5,105,0.0646162,0.000288832
493,5,105,0.0646162,0.000288832
494,5,105,0.0646162,0.000288832
495,5,105,0.0646162,0.000288832
496,5,105,0.0507614,0.000226902
497,5,121,0.0646162,0.000288832
498,5,105,0.0646162,0.000288832
499,5,107,0.0646162,0.000288832
500,5,105,0.0646162,0.000288832
501,6,107,8.62069,0.0110589
502,6,107,8.62069,0.0110589
503,6,107,8.62069,0.0110589
504,6,107,8.62069,0.0110589
505,6,107,8.62069,0.0110589
506,6,107,8.62069,0.0110589
507,6,107,8.62069,0.0110589
508,6,107,8.62069,0.0110589
509,6,107,8.62069,0.0110589
510,6,107,8.62069,0.0110589
511,6,107,8.62069,0.0110589
512,6,107,8.62069,0.0110589
513,6,107,8.62069,0.0110589
514,6,107,8.62069,0.0110589
515,6,107,8.62069,0.0110589
516,6,107,8.62069,0.0110589
517,6,107,8.62069,0.0110589
518,6,107,8.62069,0.0110589
519,6,107,8.62069,0.0110589
520,6,107,8.62069,0.0110589
521,6,107,8.62069,0.0110589
522,6,107,8.62069,0.0110589
523,6,99,8,0.0102626
524,6,107,8,0.0102626
525,6,107,8,0.0102626
526,6,107,8,0.0102626
527,6,106,8.62069,0.0110589
528,6,122,4.09836,0.00525749
529,6,110,8.62069,0.0110589
530,6,106,7.35294,0.00943256
531,6,107,8,0.0102626
532,6,123,9.90099,0.0127013
533,6,107,4.52489,0.00580465
534,6,105,8,0.0102626
535,6,106,8.62069,0.0110589
536,6,111,7.35294,0.00943256
537,6,126,8.62069,0.0110589
538,6,106,8.62069,0.0110589
539,6,107,10,0.0128283
540,6,105,8.62069,0.0110589
541,6,105,8.62069,0.0110589
542,6,107,8.62069,0.0110589
543,6,111,8.62069,0.0110589
544,6,107,8.62069,0.0110589
545,6,107,8.62069,0.0110589
546,6,107,8.62069,0.0110589
547,6,107,8.62069,0.0110589
548,6,107,8.62069,0.0110589
549,6,107,8.62069,0.0110589
550,6,105,8.62069,0.0110589
551,6,107,8.62069,0.0110589
552,6,107,7.35294,0.00943256
553,6,107,8.62069,0.0110589
554,6,106,7.35294,0.00943256
555,6,107,8.62069,0.0110589
556,6,105,8.62069,0.0110589
557,6,107,8.62069,0.0110589
558,6,105,8.62069,0.0110589
559,6,107,7.35294,0.00943256
560,6,107,8.62069,0.0110589
561,6,107,8.62069,0.0110589
562,6,107,8.62069,0.0110589
563,6,104,8.62069,0.0110589
564,6,107,8.62069,0.0110589
565,6,107,8.62069,0.0110589
566,6,107,8.62069,0.0110589
567,6,107,8.62069,0.0110589
568,6,115,7.35294,0.00943256
569,6,107,7.35294,0.00943256
570,6,107,7.35294,0.00943256
571,6,107,7.35294,0.00943256
572,6,105,7.35294,0.00943256
573,6,105,7.35294,0.00943256
574,6,105,7.35294,0.00943256
575,6,105,8.62069,0.0110589
576,6,105,7.35294,0.00943256
577,6,105,7.35294,0.00943256
578,6,73,7.35294,0.00943256
579,6,107,7.35294,0.00943256
580,6,105,7.35294,0.00943256
581,6,73,7.35294,0.00943256
582,6,105,7.35294,0.00943256
583,6,105,7.35294,0.00943256
584,6,105,7.35294,0.00943256
585,6,105,7.35294,0.00943256
586,6,105,7.35294,0.00943256
587,6,105,7.35294,0.00943256
588,6,105,7.35294,0.00943256
589,6,105,7.35294,0.00943256
590,6,105,7.35294,0.00943256
591,6,105,7.35294,0.00943256
592,6,105,7.35294,0.00943256
593,6,105,5,0.00641414
594,6,105,7.35294,0.00943256
595,6,105,8.62069,0.0110589
596,6,105,7.35294,0.00943256
597,6,121,0.238322,0.000305727
598,6,105,0.211685,0.000271556
599,6,107,0.716332,0.000918932
600,6,105,3.37838,0.00433388
601,7,107,8.62069,0.0109844
602,7,107,8.62069,0.0109844
603,7,107,8.62069,0.0109844
604,7,107,8.62069,0.0109844
605,7,123,8.62069,0.0109844
606,7,107,8.62069,0.0109844
607,7,107,8.62069,0.0109844
608,7,107,8.62069,0.0109844
609,7,105,8.62069,0.0109844
610,7,107,8.62069,0.0109844
611,7,107,8.62069,0.0109844
612,7,107,8.62069,0.0109844
613,7,107,8.62069,0.0109844
614,7,107,8.62069,0.0109844
615,7,107,8.62069,0.0109844
616,7,107,8.62069,0.0109844
617,7,107,8.62069,0.0109844
618,7,107,8.62069,0.0109844
619,7,107,8.62069,0.0109844
620,7,107,8.62069,0.0109844
621,7,75,8.62069,0.0109844
622,7,107,8.62069,0.0109844
623,7,107,4.09836,0.00522209
624,7,107,8.62069,0.0109844
625,7,107,8.62069,0.0109844
626,7,99,8.62069,0.0109844
627,7,107,8,0.0101935
628,7,107,4.52489,0.00576557
629,7,107,9.90099,0.0126158
630,7,106,8,0.0101935
631,7,122,8.62069,0.0109844
632,7,110,4.09836,0.00522209
633,7,106,8.62069,0.0109844
634,7,107,7.35294,0.00936905
635,7,123,8,0.0101935
636,7,107,10,0.0127419
637,7,97,8,0.0101935
638,7,106,8.62069,0.0109844
639,7,111,7.35294,0.00936905
640,7,106,7.35294,0.00936905
641,7,107,8.62069,0.0109844
642,7,105,10,0.0127419
643,7,105,8.62069,0.0109844
644,7,107,8.62069,0.0109844
645,7,111,8.62069,0.0109844
646,7,107,8.62069,0.0109844
647,7,107,8.62069,0.0109844
648,7,107,8.62069,0.0109844
649,7,235,7.35294,0.00936905
650,7,235,8.62069,0.0109844
651,7,235,8.62069,0.0109844
652,7,233,8.62069,0.0109844
653,7,235,8,0.0101935
654,7,235,8.62069,0.0109844
655,7,235,7.35294,0.00936905
656,7,234,8.62069,0.0109844
657,7,227,7.35294,0.00936905
658,7,233,8.62069,0.0109844
659,7,227,8.62069,0.0109844
660,7,233,8.62069,0.0109844
661,7,235,8.62069,0.0109844
662,7,235,6.71141,0.00855162
663,7,235,8.62069,0.0109844
664,7,235,8.62069,0.0109844
665,7,232,8.62069,0.0109844
666,7,235,8.62069,0.0109844
667,7,235,8.62069,0.0109844
668,7,235,8.62069,0.0109844
669,7,235,8.62069,0.0109844
670,7,243,8.62069,0.0109844
671,7,235,7.35294,0.00936905
672,7,235,7.35294,0.00936905
673,7,235,7.35294,0.00936905
674,7,233,7.35294,0.00936905
675,7,105,7.35294,0.00936905
676,7,105,7.35294,0.00936905
677,7,41,8.62069,0.0109844
678,7,105,7.35294,0.00936905
679,7,105,7.35294,0.00936905
680,7,107,7.35294,0.00936905
681,7,105,7.35294,0.00936905
682,7,105,7.35294,0.00936905
683,7,73,7.35294,0.00936905
684,7,105,7.35294,0.00936905
685,7,105,7.35294,0.00936905
686,7,106,7.35294,0.00936905
687,7,105,7.35294,0.00936905
688,7,41,7.35294,0.00936905
689,7,105,7.35294,0.00936905
690,7,105,7.35294,0.00936905
691,7,105,7.35294,0.00936905
692,7,105,7.35294,0.00936905
693,7,105,7.35294,0.00936905
694,7,105,5,0.00637095
695,7,105,7.35294,0.00936905
696,7,109,8.62069,0.0109844
697,7,121,7.35294,0.00936905
698,7,105,3.07692,0.00392059
699,7,99,0.647668,0.000825253
700,7,104,0.647668,0.000825253
701,8,107,8.62069,0.0156588
702,8,105,8.62069,0.0156588
703,8,75,8.62069,0.0156588
704,8,107,8.62069,0.0156588
705,8,107,8.62069,0.0156588
706,8,107,8.62069,0.0156588
707,8,107,8.62069,0.0156588
708,8,107,8.62069,0.0156588
709,8,107,8.62069,0.0156588
710,8,107,8.62069,0.0156588
711,8,107,8.62069,0.0156588
712,8,107,8.62069,0.0156588
713,8,107,8.62069,0.0156588
714,8,107,8.62069,0.0156588
715,8,107,8.62069,0.0156588
716,8,107,8.62069,0.0156588
717,8,107,8.62069,0.0156588
718,8,75,8.62069,0.0156588
719,8,111,8.62069,0.0156588
720,8,107,8.62069,0.0156588
721,8,107,8.62069,0.0156588
722,8,107,8.62069,0.0156588
723,8,107,8.62069,0.0156588
724,8,107,8.62069,0.0156588
725,8,107,8.62069,0.0156588
726,8,107,9.90099,0.0179844
727,8,107,8.62069,0.0156588
728,8,107,8.62069,0.0156588
729,8,107,10,0.0181642
730,8,107,8.62069,0.0156588
731,8,107,8.62069,0.0156588
732,8,107,10,0.0181642
733,8,99,8.62069,0.0156588
734,8,43,8.62069,0.0156588
735,8,107,8.62069,0.0156588
736,8,107,8.62069,0.0156588
737,8,107,9.61538,0.0174656
738,8,106,4.09836,0.00744434
739,8,107,7.35294,0.013356
740,8,107,4.09836,0.00744434
741,8,107,8,0.0145314
742,8,107,4.52489,0.00821909
743,8,107,8,0.0145314
744,8,43,4.09836,0.00744434
745,8,107,3.37838,0.00613655
746,8,107,8,0.0145314
747,8,107,8,0.0145314
748,8,107,7.35294,0.013356
749,8,110,7.35294,0.013356
750,8,110,7.35294,0.013356
751,8,107,7.35294,0.013356
752,8,107,7.35294,0.013356
753,8,107,7.35294,0.013356
754,8,107,7.35294,0.013356
755,8,79,7.35294,0.013356
756,8,111,7.35294,0.013356
757,8,107,7.35294,0.013356
758,8,107,8,0.0145314
759,8,107,7.35294,0.013356
760,8,107,7.35294,0.013356
761,8,111,7.35294,0.013356
762,8,111,7.35294,0.013356
763,8,107,7.35294,0.013356
764,8,107,7.35294,0.013356
765,8,107,7.35294,0.013356
766,8,105,7.35294,0.013356
767,8,99,5,0.0090821
768,8,123,7.35294,0.013356
769,8,107,4.09836,0.00744434
770,8,75,6.71141,0.0121907
771,8,109,0.716332,0.00130116
772,8,109,0.0646162,0.00011737
773,8,123,0.0646162,0.00011737
774,8,105,0.0646162,0.00011737
775,8,99,0.0667379,0.000121224
776,8,104,0.0646162,0.00011737
777,8,106,0.0646162,0.00011737
778,8,106,0.0646162,0.00011737
779,8,123,0.0656642,0.000119274
780,8,97,0.0737681,0.000133994
781,8,106,0.0667379,0.000121224
782,8,106,0.0737681,0.000133994
783,8,109,0.0667379,0.000121224
784,8,105,0.0646162,0.00011737
785,8,105,0.0646162,0.00011737
786,8,105,0.0646162,0.00011737
787,8,105,0.0646162,0.00011737
788,8,105,0.067838,0.000123222
789,8,105,0.0646162,0.00011737
790,8,105,0.0646162,0.00011737
791,8,105,0.0646162,0.00011737
792,8,104,0.0646162,0.00011737
793,8,106,0.0570646,0.000103653
794,8,105,0.0646162,0.00011737
795,8,105,0.0646162,0.00011737
796,8,105,0.0646162,0.00011737
797,8,105,0.0667379,0.000121224
798,8,105,0.2,0.000363284
799,8,105,0.647668,0.00117644
800,8,105,0.2,0.000363284
801,9,99,8.62069,0.0113113
802,9,107,7.35294,0.00964788
803,9,107,8.62069,0.0113113
804,9,107,8.62069,0.0113113
805,9,107,8.62069,0.0113113
806,9,107,8.62069,0.0113113
807,9,107,8.62069,0.0113113
808,9,107,8.62069,0.0113113
